date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
2024/01/03,267.53abc,ERROR,none,?,"6673575,abc",ERROR,1203,down,256.5??
2024-03-02,223.7,?,(247.33),261.7abc,"5949743,abc",278.73abc,76.57,↑,275.31??
2024-02-23,ERROR,(186.71),228.x,187.x,{5910546},217.x,6.93.x,down,245.77??
2024-01-11,none,274.44,(146.58),ERROR,{8090152},269.89,96.8,down,NaN
2024-04-05,?,147.88abc,130.x,(244.12),5435294,none,1097,???,NaN
2024/04/11,NaN,210.5.6,?,none,1904164,ERROR,?,↓,outlier
2024-03-12,?,?,(234.07),109.1abc,{8214096},110.8.9,high,Up,outlier
2024**04**05,?,233.3abc,ERROR,none,Null,(175.13),57.98,???,NaN
11-04-2024,none,179.x,142.3.8,NaN,4850706,?,19.99,↓,170.31??
18/03/24,(106.3),?,182.72,194.4.2,,154.6abc,18.31,???,135.78??
13/01/24,130.2.6,(123.73),293.36abc,142.37abc,Null,(265.89),high,↓,outlier
2024/02/06,?,?,NaN,ERROR,,180.99abc,1444,down,outlier
15-03-2024,(225.2),(186.97),NaN,ERROR,"5907661,abc",290.x,86.15,↓,NaN
01-04-2024,259.87abc,128.x,NaN,ERROR,2436638,261.02abc,74.96.x,down,206.04
2024-03-14,NaN,NaN,NaN,109.26,"6687189,abc",ERROR,961,↓,137.74??
2024/02/07,none,none,112.x,133.55abc,4474329,114.1abc,44.42.x,Down,NaN
23/01/24,170.26,291.7.1,ERROR,244.x,Null,209.0.7,32.47,Up,outlier
13-04-2024,?,?,187.3.3,none,,none,489,???,278.93
08-04-2024,?,254.x,none,(174.19),5670970units,NaN,401,Down,NaN
2024-03-21,NaN,139.05abc,ERROR,139.6.7,"7523812,abc",?,1485,↓,215.27??
04-01-2024,none,ERROR,NaN,NaN,8578532units,(279.39),30.49,???,192.19
2024-04-09,286.3.7,284.0.0,NaN,none,6813140,ERROR,62.92.x,down,246.33??
2024-02-02,?,110.57,217.x,169.x,{5008061},214.11,1421,Down,outlier
2024/03/12,111.x,none,203.8.6,?,Null,(234.51),high,down,NaN
07/13/24,(191.6),(288.91),(203.81),199.7.0,8240570,(140.7),1302,UP,182.91
10-04-2024,231.6.9,NaN,131.08,273.16abc,Null,ERROR,37.47,UP,outlier
2024-04-24,NaN,299.45,265.x,(176.69),"5221001,abc",ERROR,91.89,Up,172.71
2024/04/09,175.x,?,NaN,(217.11),2099549,294.88abc,55.42.x,???,NaN
2024**04**05,(107.04),298.2.5,212.x,141.x,6049920,?,0.26.x,Down,147.16
2024-02-17,154.4.3,278.x,(264.2),208.x,1844112,259.25,95.63.x,UP,NaN
16-04-2024,(204.1),119.01,149.8.3,NaN,5256105units,283.82abc,33.13.x,???,245.24??
2024/02/28,232.6abc,227.3.9,153.8.6,none,5195323,(180.65),17.49.x,???,168.66??
12-03-2024,232.x,124.73,142.78abc,ERROR,1697414,ERROR,10.96.x,down,outlier
2024/03/05,283.4.0,292.5.8,271.1.0,(105.95),,?,?,↓,273.09
2024/03/06,159.14,110.x,137.62,103.7.5,"3287271,abc",ERROR,1435,Up,187.56??
2024/02/19,141.9.4,236.55,none,(204.47),,?,high,Down,242.62
2024-03-03,none,142.6.6,NaN,168.x,{6198742},119.x,none,???,outlier
2024-02-13,?,(148.07),none,135.x,"4157693,abc",166.8.9,32.02.x,???,NaN
02-01-2024,164.x,206.x,none,147.26abc,5595428,245.54abc,60.81.x,↓,NaN
2024/04/12,none,175.6.2,202.2.0,NaN,5638479,?,263,down,NaN
13-03-2024,132.6abc,NaN,205.x,ERROR,Null,none,high,↓,NaN
2024/04/06,ERROR,NaN,291.34abc,129.0.7,,(272.73),low,↓,outlier
17-04-2024,201.x,(223.86),none,176.44,6102972,?,21.48,???,281.62??
26/02/24,none,138.57abc,202.x,(213.71),{6616304},288.5.6,1200,???,192.71
18/02/24,198.32abc,?,?,none,3293772units,NaN,high,↑,266.41
24/01/24,264.07abc,NaN,225.62,104.x,2454953,117.14abc,807,↓,153.32
01/03/24,287.91abc,169.x,none,?,,?,45.95.x,down,outlier
2024**04**05,?,ERROR,ERROR,246.x,Null,(282.43),95.59.x,Down,295.59
14/02/24,none,ERROR,(161.82),259.x,,none,97.43,↑,NaN
26/02/24,none,ERROR,NaN,NaN,6758965units,243.41,65.72,Up,129.7
2024/03/23,NaN,165.17,ERROR,296.x,{5045412},ERROR,90.47.x,UP,NaN
03/04/24,224.58abc,132.92abc,122.x,(110.81),,(273.37),74.36.x,Down,270.83??
28-13-2024,ERROR,(197.64),?,(106.89),,none,1315,???,NaN
04/03/24,241.0.3,240.1.2,none,223.7.3,8801671units,NaN,67.56.x,↓,NaN
2024/01/12,257.x,163.35abc,none,174.05abc,"4443638,abc",285.23,67.71,???,132.36
2024/04/23,?,none,NaN,134.76abc,"5487137,abc",none,21.24,UP,outlier
29-02-2024,248.47abc,260.18,ERROR,177.2.3,3172983units,?,?,UP,outlier
2024-02-02,?,none,143.82,NaN,,103.66abc,high,Down,NaN
23/03/24,(107.44),NaN,?,119.75abc,Null,178.91,73.54,Down,outlier
13-04-2024,141.x,172.9.6,103.6.6,133.4.1,2961826,ERROR,84.72,↑,outlier
05/02/24,none,(230.88),254.x,103.3.7,7731260,199.66,high,???,271.89
20/02/24,none,140.19,292.94abc,152.33abc,{8169361},?,73.56.x,down,283.04
2024/03/30,259.35abc,NaN,(148.15),?,"7716386,abc",121.43abc,909,Up,159.21??
2024/04/23,NaN,252.2.2,?,?,7530212units,?,67.37,down,outlier
09/03/24,284.x,145.x,(220.21),259.x,2427337,ERROR,1425,???,outlier
2024/01/08,136.37abc,?,292.03abc,234.45,{4827706},none,93.89.x,down,NaN
04-01-2024,153.2.3,?,NaN,211.x,{2479429},none,951,↓,295.05??
2024/01/19,160.x,205.34abc,NaN,?,{7612209},none,162,Up,176.31
2024/02/16,NaN,none,202.9.5,205.13abc,{1693897},?,low,???,NaN
09-03-2024,238.x,?,ERROR,(259.74),5426992units,257.76,58.92,UP,233.94??
09/01/24,?,155.9.9,271.67,190.74,,?,40.31,down,137.46??
2024/03/28,none,?,(197.1),180.41abc,Null,174.3.7,916,Up,149.67??
2024/02/20,141.x,(139.46),160.76,213.91abc,8629811,?,108,???,212.4
2024/03/21,254.8.8,(274.09),?,227.2.4,,100.4.0,?,UP,outlier
2024/04/17,(187.13),?,none,138.49abc,"7347491,abc",ERROR,66.4,↑,154.01??
22-02-2024,238.07abc,none,190.13,?,Null,134.5,835,↓,outlier
06/03/24,240.55abc,ERROR,?,(169.09),"6987932,abc",222.4.5,-28,UP,NaN
28-04-2024,259.x,NaN,291.6.7,204.x,{5934672},none,958,UP,219.13
2024-01-05,119.x,?,none,none,"1438707,abc",ERROR,1477,down,194.56??
2024/01/11,ERROR,279.67abc,117.9.7,268.73,4779664,271.2abc,1387,↑,NaN
2024-03-24,136.x,?,262.x,ERROR,8510639,NaN,56.61,down,outlier
04/01/24,(251.84),210.6.7,175.37,109.x,,NaN,24.54.x,UP,outlier
2024/02/19,236.88abc,238.x,none,218.06abc,5204432,271.79abc,18.18,↓,NaN
19/01/24,238.06,NaN,168.5,ERROR,4853833units,166.13,94.61,↓,NaN
2024/01/27,173.0.5,286.58abc,ERROR,166.78abc,,142.6.8,high,Up,292.76??
2024-01-06,273.5.0,204.06abc,ERROR,191.x,"6195740,abc",144.75abc,12.2,Down,NaN
15-03-2024,210.13abc,103.x,146.49,?,4540124,208.15abc,258,Down,199.5
2024/02/21,198.16,192.x,?,170.0.5,7687686,none,315,???,NaN
2024/01/29,?,197.x,NaN,171.x,5779338,240.x,low,↑,outlier
25-04-2024,196.5.6,180.0.5,258.x,254.4.2,{7709526},133.5.0,high,down,outlier
2024-01-03,250.29,265.25abc,NaN,?,,?,2.94,Down,117.49??
2024**04**05,(155.44),NaN,105.23abc,111.x,,100.39abc,1331,↓,149.13
2024-04-11,ERROR,207.26abc,?,281.33abc,6870595units,(205.04),506,UP,outlier
10/04/24,262.x,116.5.3,NaN,NaN,7395961units,217.3.2,1141,↓,outlier
2024-04-20,247.92,114.4.5,142.18abc,ERROR,{1926483},229.0.4,low,Up,243.58??
17/01/24,NaN,(268.26),ERROR,?,2214840,ERROR,?,↓,211.75??
2024-01-13,?,none,(205.03),223.x,2379620units,none,429,Up,NaN
16-03-2024,217.x,ERROR,?,219.52abc,Null,ERROR,low,UP,117.8
19-04-2024,none,ERROR,?,241.89,Null,174.4.7,667,Down,NaN
02/03/24,NaN,198.79abc,NaN,174.15abc,Null,none,28.49.x,???,outlier
2024-01-31,167.x,215.51,ERROR,205.58,{7757889},?,1420,Up,outlier
2024/03/29,ERROR,170.6.7,173.13abc,132.43abc,Null,243.63,68.56,Up,132.73??
05/03/24,ERROR,?,(165.39),148.06abc,Null,NaN,290,↑,NaN
20/02/24,?,?,141.5.2,110.48abc,"2675108,abc",171.x,809,UP,outlier
25-04-2024,275.1.6,260.43abc,none,(261.05),{4030401},ERROR,none,↑,NaN
11/04/24,102.1.3,222.35,?,none,Null,173.34,none,???,NaN
23-02-2024,192.74,(216.05),?,129.09,2608811units,134.8.2,512,UP,240.42
26-03-2024,none,?,NaN,197.8.5,,126.9.2,280,↓,221.99
14/03/24,224.3.9,256.9.7,146.57,264.5.8,Null,none,low,Up,NaN
12/03/24,251.67abc,NaN,224.34abc,?,Null,152.x,34.17,UP,NaN
30-03-2024,206.x,184.84,ERROR,(156.41),1585929units,NaN,147,???,outlier
2024/03/16,(212.31),261.01abc,?,193.5.2,"7014931,abc",267.94,33.17,Up,190.18
27/01/24,(183.24),ERROR,182.x,none,4352382units,ERROR,none,↓,162.29
2024**04**05,NaN,ERROR,?,(198.61),{1760313},267.75abc,89.58.x,down,outlier
02/02/24,ERROR,152.x,252.24abc,162.94abc,3382742,209.0.6,2.98,down,285.31??
29-02-2024,279.47abc,232.31abc,ERROR,NaN,Null,NaN,60.32,Down,NaN
2024-01-07,none,169.x,ERROR,none,{1018010},none,21.74,Up,NaN
03/01/24,276.x,?,(297.96),none,4221600units,273.56,67.01.x,???,228.63
2024-02-10,(163.88),none,?,none,3692196units,ERROR,98.13,↑,NaN
2024-04-12,(281.6),ERROR,173.3.7,239.55abc,7580950units,NaN,83.32,↓,NaN
2024-02-29,none,291.35,238.x,131.x,6043344,?,none,???,outlier
2024-03-25,none,NaN,ERROR,ERROR,5552464,NaN,?,down,outlier
2024-03-08,none,289.47,206.4.0,281.5.0,{6490305},159.x,670,down,218.46??
17-02-2024,NaN,none,?,?,1380935,ERROR,712,Up,NaN
2024/03/25,(165.85),241.43,NaN,NaN,Null,ERROR,8.59.x,↑,outlier
17-02-2024,(201.26),?,none,none,,(120.84),1193,Up,NaN
12-01-2024,none,none,(177.06),(251.89),{1672253},104.86abc,1055,???,195.9??
2024/01/08,278.x,NaN,164.33abc,155.72abc,"6545373,abc",?,82.41.x,Up,outlier
2024-01-11,ERROR,?,none,(100.04),{2990761},121.9.7,269,UP,NaN
20-01-2024,(129.95),?,231.14abc,237.x,1341993,(104.61),253,Up,NaN
2024/04/06,(177.59),(150.02),283.39abc,NaN,1626853units,160.33abc,1457,Up,NaN
2024-01-07,(113.65),ERROR,none,233.2.6,"2783779,abc",NaN,94.9.x,Up,outlier
2024-03-15,206.41,(105.04),?,NaN,Null,290.16abc,73.92.x,down,287.21??
15/01/24,?,188.x,?,119.4.4,{3456090},none,14.68.x,???,215.31??
2024/04/29,263.4.7,(139.56),111.x,231.16abc,6921018units,ERROR,10.28.x,???,103.67??
2024/01/03,272.01abc,none,?,none,Null,NaN,53.29,down,167.9
03/03/24,?,(147.32),NaN,?,{7081457},none,?,Up,NaN
2024-03-18,none,ERROR,241.03,NaN,6313345units,ERROR,92.6,UP,outlier
2024/03/29,207.08,269.6.3,?,125.x,{3103754},?,67.07,Down,115.82??
07/01/24,?,none,ERROR,ERROR,6272841,140.x,23.87.x,↑,NaN
13-04-2024,ERROR,?,none,ERROR,,209.x,low,down,NaN
2024/01/25,none,263.67,ERROR,239.7,Null,254.58abc,58.37.x,↓,NaN
19/01/24,209.9.6,ERROR,183.x,ERROR,8128479units,none,38.18.x,???,264.32
17/04/24,269.07abc,146.x,137.95abc,?,{3325224},ERROR,70.05.x,Up,152.0
11-01-2024,289.34abc,281.58abc,227.52,204.x,{3488610},(286.26),84.86.x,Up,NaN
29/03/24,?,none,(275.71),(157.31),"2752004,abc",183.x,high,down,outlier
2024-04-25,none,?,221.5.9,none,1274263,264.95abc,56.69,down,107.92
2024-04-07,(199.57),255.x,137.2.2,257.92,4544087,278.98,low,down,outlier
15-03-2024,(251.73),242.2.9,154.9.9,?,{1098021},none,85.26,↑,156.4??
28-04-2024,157.9.8,(268.55),195.54,185.8.7,,ERROR,high,Down,NaN
31/01/24,none,(204.97),none,141.0.1,"6040529,abc",NaN,high,UP,NaN
24-03-2024,NaN,ERROR,181.x,116.26abc,7920748,227.8.1,none,down,NaN
25-01-2024,(171.72),232.x,ERROR,161.46abc,"4185089,abc",?,34.19,↓,230.99??
2024-01-26,(246.52),170.x,121.13abc,232.37abc,Null,194.x,75.69,↓,NaN
2024-03-27,?,?,214.x,(156.01),,293.x,400,Up,outlier
15-13-2024,123.3.6,NaN,(291.37),251.x,,183.47,33.6.x,Down,outlier
02-01-2024,175.76abc,239.x,ERROR,NaN,5793715units,NaN,16.03.x,↑,158.25
06/01/24,NaN,279.0,none,300.x,,207.1abc,high,↓,116.28
05-02-2024,256.49abc,?,none,NaN,6754848,103.3abc,44.31.x,↑,193.93??
28-03-2024,154.x,NaN,219.3abc,240.x,Null,(221.26),8.67,Down,177.38??
2024-02-18,ERROR,none,141.x,?,{4602143},ERROR,62.91,???,249.19
2024/02/22,188.64,158.6.5,NaN,none,"2446287,abc",267.1.4,96.49,Up,outlier
07/04/24,NaN,(273.77),?,293.5abc,Null,295.69abc,56,UP,102.09??
2024/03/21,NaN,none,122.05,295.43abc,3397199,none,1359,↑,239.88??
2024/01/10,198.88,188.5.3,ERROR,NaN,5477520units,none,1056,UP,110.92
05/01/24,143.5abc,250.78abc,ERROR,(263.49),"6906454,abc",(284.52),low,Down,123.94??
2024/01/04,NaN,ERROR,259.78,?,Null,ERROR,17.48.x,↓,outlier
2024-04-04,183.08abc,?,262.6.5,none,4652121,NaN,97.82,↓,outlier
24/04/24,?,115.7.4,281.x,?,,ERROR,low,↑,224.26??
2024-03-27,?,222.5.9,(296.65),245.03,4250642units,ERROR,633,UP,outlier
2024-02-13,NaN,NaN,NaN,127.64abc,7818985,260.91abc,91.48.x,UP,148.72??
08/02/24,169.58,140.8.5,148.9,158.1.3,{5597224},?,54.75,Down,outlier
12/02/24,NaN,(121.1),?,NaN,2936448,none,44.37,Down,NaN
11-04-2024,none,NaN,225.81,278.x,{4926217},230.2,80.16.x,Up,186.64
03-03-2024,282.36abc,ERROR,(297.71),285.x,Null,298.6.3,92.26.x,???,NaN
30/03/24,217.2.9,217.6,none,none,Null,NaN,1204,down,outlier
10-04-2024,?,ERROR,none,ERROR,Null,NaN,961,down,266.9??
10/04/24,ERROR,238.73abc,180.64,145.x,8280884units,?,?,down,176.02??
2024-01-17,270.43abc,?,ERROR,ERROR,{5387507},211.x,90.07,down,211.37
2024**04**05,256.78abc,249.62abc,(110.39),NaN,"5082950,abc",150.96abc,891,Down,outlier
05/04/24,ERROR,281.52abc,104.x,135.79,Null,(134.7),93.85,UP,155.27??
2024/03/09,281.1.3,(155.79),ERROR,170.91,6906248,177.2.7,73.41,Up,224.93
2024/03/17,NaN,none,?,?,,ERROR,29.88.x,↑,NaN
01/03/24,ERROR,117.58abc,118.x,ERROR,4865492units,182.x,1409,Down,NaN
05/02/24,?,276.3.7,NaN,109.83,"8227330,abc",179.64abc,?,Up,147.32
2024-04-16,none,279.x,ERROR,NaN,Null,170.8.9,86.27,UP,NaN
15/01/24,none,?,NaN,(139.7),Null,?,53.92.x,↑,outlier
02-03-2024,ERROR,177.11,none,176.15abc,"5153576,abc",175.59abc,103,???,outlier
2024/03/17,169.x,286.49,254.8.0,?,{2621787},NaN,13.92,???,176.36
2024-03-11,272.61abc,262.93,none,(163.9),2915412units,251.16,58.59,UP,outlier
19-03-2024,none,NaN,146.6.1,203.0.6,{4234740},155.x,82.51.x,???,190.77
10-04-2024,ERROR,none,ERROR,276.6.2,{7644449},none,411,???,outlier
12/03/24,?,ERROR,148.25,(158.17),,256.94abc,95.28,down,NaN
20-04-2024,285.76,none,101.11abc,(167.75),Null,(263.9),?,↑,123.31??
2024-01-29,247.x,213.33,286.5.2,ERROR,Null,none,14.05.x,↑,NaN
30-04-2024,119.x,298.9.3,264.59,?,Null,none,83.34.x,↑,outlier
2024/01/20,none,135.31,192.61abc,ERROR,8364565units,(237.68),low,???,210.01
07-03-2024,116.07abc,NaN,128.25abc,208.x,{4924713},ERROR,low,Up,166.75
2024-04-20,none,?,NaN,ERROR,Null,(119.37),1476,Down,114.8??
2024-01-03,?,(296.67),127.x,100.81,{5719174},?,905,↓,NaN
12/04/24,?,103.18,171.1abc,NaN,Null,212.95abc,10.07,Up,272.59??
2024-04-28,127.7abc,ERROR,176.96,271.x,3365235,ERROR,?,↓,249.49??
07/02/24,none,(241.57),210.5abc,240.89,1596424,none,?,UP,166.29??
05-03-2024,281.x,199.x,248.96abc,(129.87),,(252.32),78.67.x,down,outlier
2024-04-15,NaN,ERROR,?,(197.17),6983901units,167.x,none,Down,243.36??
21-04-2024,?,(200.13),?,147.24,,231.x,199,↓,NaN
30-04-2024,100.86,(156.67),NaN,157.21,{2291082},(166.83),?,down,277.56
28/03/24,(165.88),none,149.7,?,{1116977},ERROR,90.43.x,Up,NaN
29/03/24,none,NaN,?,291.23abc,{7917173},?,90.69.x,Up,outlier
16/01/24,231.3.4,119.37,none,(132.56),4668730units,ERROR,263,down,136.86
13-01-2024,260.x,NaN,?,?,{3219425},none,85.47.x,↓,264.01
2024-01-22,137.19abc,?,113.6abc,214.x,{2323717},(207.0),low,UP,NaN
2024-03-26,245.4.1,?,252.21abc,(104.43),{8523326},292.x,high,UP,outlier
2024-04-02,195.02abc,132.9.7,(266.98),202.x,5884246,160.0.4,1500,↑,outlier
2024-01-04,none,?,166.0.1,ERROR,1974654,280.x,none,???,outlier
17/01/24,247.6.8,none,?,?,{6480343},ERROR,none,???,171.17??
13-01-2024,213.x,269.18abc,105.x,111.9abc,2676000,ERROR,59,UP,NaN
14/02/24,287.95,NaN,NaN,(208.68),,NaN,high,???,181.5??
2024/04/13,(148.52),(208.06),NaN,ERROR,6842003,?,929,↓,217.87??
2024-02-23,206.x,NaN,(185.9),?,Null,169.4.2,26.83.x,Up,161.79
26/01/24,(166.67),NaN,?,?,1467889,none,41.16.x,down,198.32
11-04-2024,150.3.2,127.0.2,none,NaN,,ERROR,1136,↓,NaN
31/03/24,NaN,none,225.3.0,281.4,Null,231.58abc,78.07,Down,298.78??
2024/01/23,NaN,NaN,195.69,?,7896539,129.2.8,1111,???,NaN
2024-01-21,127.3.0,NaN,?,139.x,3064051,ERROR,23,Down,247.19
21-03-2024,239.88abc,140.x,ERROR,?,5760519units,?,72.93,Up,outlier
2024-01-26,(136.75),290.5.4,none,180.8.4,2355358units,ERROR,?,↓,148.03
08-04-2024,218.x,?,(268.29),154.33,8450517units,(118.1),none,???,154.33
25-03-2024,134.38abc,(121.19),128.34abc,154.4,"8399968,abc",none,589,↓,155.51??
07-04-2024,?,none,?,NaN,2660375,(169.21),low,???,242.89
17/02/24,252.x,?,NaN,278.8.1,,295.x,low,???,NaN
2024/03/13,268.29abc,(160.35),116.4.9,177.83,{1804921},210.x,465,↑,267.4??
2024**04**05,184.87abc,153.4,NaN,NaN,Null,none,15.41,↓,outlier
31-01-2024,167.9.3,none,?,172.56abc,5027601,217.x,43.73,down,148.13
27-02-2024,214.77,NaN,175.8.5,152.18abc,Null,245.98abc,793,Down,outlier
18/02/24,223.2.2,133.96,110.3.7,none,{7166567},NaN,39.7.x,Up,128.68??
2024/02/08,294.57,(144.37),ERROR,257.24,,ERROR,862,Down,NaN
2024/01/05,102.x,160.x,278.08abc,174.16abc,{8534087},270.14abc,51.09,Up,outlier
2024-03-07,NaN,123.3,none,NaN,8212299,?,62.6,Up,NaN
02-04-2024,none,209.63,109.x,none,,NaN,98.12,↓,NaN
2024/03/25,(245.14),258.x,(206.73),NaN,5101067units,258.73abc,none,???,NaN
21-04-2024,none,153.29,210.56,218.x,{2506283},NaN,97.2.x,???,258.12
12/04/24,138.x,?,141.9.5,(207.56),Null,(193.57),5.63,↑,outlier
2024/04/29,(226.02),NaN,(296.83),120.8.7,,NaN,16.14.x,↓,outlier
25/03/24,?,NaN,264.2.9,NaN,"6045424,abc",273.0.7,none,???,188.51
2024-03-02,234.16abc,?,NaN,ERROR,,276.57,none,UP,outlier
2024**04**05,none,ERROR,151.8.4,279.x,,ERROR,41.88,Up,outlier
21-01-2024,255.0.2,161.x,?,261.7.2,Null,NaN,none,↓,211.96??
2024/01/31,137.8.1,244.2.7,109.6.7,(200.06),"4094134,abc",296.84,68.9.x,down,222.33
2024/04/03,(166.65),272.71abc,262.x,(199.75),7467593units,NaN,12.78.x,???,outlier
17/01/24,NaN,?,255.46abc,?,6165313units,(296.17),396,UP,NaN
15-03-2024,206.x,?,NaN,ERROR,6191009units,?,2.97,down,NaN
20/01/24,NaN,112.x,298.x,?,{4193594},234.9.1,3.98,↓,outlier
2024-03-19,?,NaN,204.15abc,218.74,,?,90.86.x,Down,outlier
2024/01/28,ERROR,273.x,298.68abc,248.13abc,"8865262,abc",?,high,↓,281.88??
2024/01/17,none,?,?,NaN,8084359units,NaN,low,down,223.35??
24-03-2024,215.3.5,200.x,135.x,none,{2841706},289.8,79.63.x,UP,280.73??
23-02-2024,ERROR,262.x,145.32abc,(261.7),{6358396},NaN,46.52.x,Up,outlier
07/01/24,269.x,?,none,160.49,8635810,NaN,1176,down,outlier
09/04/24,(269.39),199.21abc,260.82,none,{4730419},NaN,732,down,298.65
2024/04/05,105.27abc,(258.76),NaN,(126.2),"7954823,abc",211.64abc,25.6,Down,259.61??
2024/03/26,NaN,ERROR,184.84abc,ERROR,1364927,?,1132,Up,253.78??
12-02-2024,154.66abc,155.6.0,ERROR,?,1446792,ERROR,36.72.x,Down,229.05
23-01-2024,?,none,none,none,1746327units,?,896,↓,NaN
2024-02-01,(132.46),158.17abc,157.5.8,(226.52),5011542,ERROR,56.06.x,down,108.53
2024/02/04,(291.34),261.4.2,none,NaN,3251987,?,478,↑,174.57??
24/04/24,NaN,none,106.49abc,191.94abc,6131139units,205.x,10.72.x,Down,NaN
03/01/24,NaN,114.52abc,204.96,118.91abc,5813396,none,89.19.x,↑,119.91??
2024-03-06,258.7.3,197.1,231.83abc,ERROR,{4424704},?,24.89,down,215.11??
2024/01/26,ERROR,257.75,184.79,(100.42),3535004units,ERROR,none,↑,162.72
29/01/24,?,none,209.4abc,none,3804399units,NaN,71.66,↑,NaN
27/03/24,ERROR,NaN,196.97,?,,?,82.04,Down,outlier
2024/02/12,NaN,ERROR,171.x,(201.73),,none,82.93,???,269.29
14/04/24,ERROR,ERROR,103.94,NaN,5429264units,193.79,high,↑,162.67??
2024-02-10,NaN,?,197.56abc,?,Null,none,97.69,↑,outlier
10/02/24,198.3.3,189.81,123.63,175.x,1601282units,123.56abc,78.62.x,↑,outlier
17-01-2024,ERROR,ERROR,NaN,(247.2),2538289units,none,417,Up,outlier
2024/04/04,146.x,197.x,NaN,NaN,Null,NaN,none,UP,NaN
2024/01/11,245.25abc,169.x,293.72abc,108.41,{3028505},?,14.35,Up,243.32??
2024/01/17,NaN,none,none,NaN,1165091,102.x,1367,Up,NaN
2024/04/15,290.x,288.68abc,NaN,(184.3),2598164units,ERROR,13.99.x,↓,259.95??
25-04-2024,149.0,157.x,164.3,none,6144033units,163.1.3,none,↓,NaN
25-01-2024,110.94abc,212.04abc,200.42abc,149.69abc,2287610units,275.0,8.75.x,Down,NaN
11-04-2024,201.6.3,ERROR,236.57abc,261.x,,?,?,↑,188.88
2024/02/16,215.x,NaN,183.59abc,290.47,{3452386},(101.3),23.03,down,264.97??
20/02/24,?,none,205.x,(118.38),Null,?,?,???,outlier
2024-03-02,NaN,193.0.4,ERROR,NaN,8742515,?,35.33.x,UP,NaN
2024/04/26,252.89abc,188.x,129.9.6,ERROR,4379113units,ERROR,13.67.x,↓,281.53??
2024-04-22,104.04,none,169.x,ERROR,Null,222.14,68,???,203.4??
2024-04-21,195.65abc,258.x,(157.69),233.98,Null,none,?,↑,NaN
01-04-2024,ERROR,?,ERROR,none,Null,138.23abc,?,↑,227.45
02/04/24,257.8.0,?,277.x,ERROR,1164659units,226.3.1,75.35,Down,158.25??
2024-01-22,ERROR,233.4.5,(260.69),ERROR,Null,(207.07),433,down,outlier
29/01/24,(176.81),NaN,215.01abc,(165.25),Null,none,-20,???,216.32??
2024/01/05,122.x,223.x,ERROR,NaN,,257.73abc,58.73,↑,outlier
2024-03-27,162.1.5,?,(172.59),(208.46),"4626763,abc",150.1,83.04.x,???,outlier
2024/04/19,181.18abc,NaN,ERROR,204.66,Null,145.26abc,326,↑,296.06??
01/02/24,196.22,none,156.42,none,{2308611},190.8,75.08,Up,outlier
01-02-2024,NaN,?,262.2.0,152.08abc,1026495units,297.07,1391,↓,247.35??
2024-04-04,NaN,282.x,235.1,196.47,Null,ERROR,778,???,outlier
18-02-2024,?,NaN,218.x,none,Null,ERROR,91.31.x,↓,204.48
2024/04/23,none,NaN,261.58,101.x,4510842,280.75,41.36.x,Down,outlier
2024/03/08,102.16,?,132.3.4,?,2962365units,(270.63),337,UP,238.31??
2024**04**05,(207.11),174.04,(194.13),?,Null,269.91abc,973,↓,213.75??
06-03-2024,286.84,290.x,?,?,"4205375,abc",?,96.3.x,↓,187.9
27/04/24,122.28abc,NaN,156.57abc,ERROR,Null,NaN,none,UP,outlier
23/03/24,NaN,ERROR,?,ERROR,Null,105.49abc,94.15.x,Down,NaN
08/04/24,108.58,159.4.6,?,?,5617646,?,21.03.x,UP,outlier
25/01/24,200.29,?,249.x,ERROR,3214128,NaN,38.41,↓,243.15
22-03-2024,?,195.01abc,179.95,?,1664952,299.7.2,-10,UP,outlier
04/03/24,ERROR,111.48abc,232.x,164.x,"8695392,abc",ERROR,low,UP,298.88
2024/01/03,ERROR,(255.68),ERROR,?,3436409units,?,33.95,Up,245.64??
2024-04-12,258.11abc,none,NaN,275.4.9,"4670522,abc",286.3.1,low,↓,NaN
29/03/24,?,(176.82),116.32abc,none,{5038494},256.04abc,82.68.x,UP,outlier
08/04/24,147.9.0,none,(229.84),151.77abc,Null,177.x,292,Up,NaN
03/04/24,220.91,none,(210.1),105.1.9,3840744units,?,?,Up,NaN
2024-02-04,none,ERROR,NaN,196.2.4,Null,ERROR,?,Down,outlier
2024/01/21,(164.47),114.5.1,290.41abc,242.24abc,3803450,182.62abc,717,UP,NaN
2024/03/04,?,?,(262.03),(112.35),2439985units,ERROR,51,down,174.22??
2024-04-29,ERROR,NaN,210.x,168.x,1785861,NaN,1353,UP,285.93??
2024/04/11,178.87,248.1.0,135.x,?,{5126633},none,high,Up,280.78
2024-04-21,154.8.7,127.34,(187.64),NaN,"5724456,abc",none,41.46,↓,118.46??
2024-02-05,none,(129.02),?,(156.61),,128.07abc,8.91.x,down,219.18??
28-02-2024,250.8.6,(246.6),none,?,,(167.87),71.17.x,down,225.24
2024-04-25,140.87abc,ERROR,?,?,2631056units,274.24abc,?,Down,NaN
10-02-2024,112.8.4,NaN,?,ERROR,Null,225.x,80.36,UP,NaN
2024/01/03,116.02,ERROR,ERROR,NaN,,271.14,23.53.x,↓,197.53
2024-01-22,300.5.5,139.x,ERROR,252.62,2386750,216.3.7,low,down,outlier
